date,jackpot_eur,delta_from_prev_eur,jackpot_won,jackpot_winners,numbers
2024-08-16,72769716,11882526,False,,15 17 29 45 49 1 10
2024-08-20,81964326,9194610,False,,7 10 13 18 26 3 12
2024-08-23,94498717,12534391,False,,9 15 24 47 50 8 9
2024-08-27,104936241,10437524,False,,1 8 11 42 47 4 11
2024-08-30,119772690,14836449,False,,3 24 27 33 42 4 6
2024-09-03,132447714,12675024,False,,7 9 11 16 45 2 5
2024-09-06,149017789,16570075,True,1,12 14 34 41 47 3 4
2024-09-10,17000000,-132017789,False,,6 29 46 47 48 2 9
2024-09-13,31511704,14511704,False,,10 15 17 31 42 4 12
2024-09-17,41391923,9880219,False,,20 30 32 41 44 1 10
2024-09-20,54712555,13320632,False,,16 25 29 34 37 3 7
2024-09-24,65337927,10625372,False,,18 20 21 36 49 3 5
2024-09-27,130000000,64662073,False,,7 20 21 27 38 5 12
2024-10-01,143969598,13969598,False,,8 22 29 41 42 9 11
2024-10-04,162256512,18286914,True,1,4 8 16 17 20 1 6
2024-10-08,17000000,-145256512,False,,7 14 19 34 40 6 8
2024-10-11,29821152,12821152,False,,16 23 32 46 49 4 5
2024-10-15,39530015,9708863,False,,2 15 32 36 48 3 9
2024-10-18,53040810,13510795,False,,4 15 23 30 39 1 12
2024-10-22,63353583,10312773,False,,3 13 27 30 46 1 2
2024-10-25,76313061,12959478,False,,4 17 20 25 45 8 9
2024-10-29,85747958,9434897,False,,1 2 19 30 45 10 12
2024-11-01,98005009,12257051,False,,7 33 38 44 50 2 7
2024-11-05,109544200,11539191,False,,1 8 19 37 50 6 9
2024-11-08,124837601,15293401,False,,2 33 35 42 48 1 3
2024-11-12,137211025,12373424,False,,10 11 12 22 50 1 10
2024-11-15,153801394,16590369,False,,7 8 34 39 44 2 6
2024-11-19,167885087,14083693,False,,4 13 20 28 49 7 12
2024-11-22,194669132,26784045,False,,10 11 12 29 31 8 11
2024-11-26,212448937,17779805,True,1,7 11 25 31 40 9 12
2024-11-29,17000000,-195448937,False,,8 17 18 29 43 5 9
2024-12-03,27018616,10018616,False,,23 25 34 46 47 6 8
2024-12-06,40367383,13348767,False,,14 25 39 44 47 6 10
2024-12-10,50987545,10620162,False,,5 24 25 29 47 5 9
2024-12-13,67852508,16864963,False,,1 15 25 42 50 4 10
2024-12-17,77557137,9704629,True,1,1 3 4 21 29 2 7
2024-12-20,17000000,-60557137,False,,10 14 21 33 50 6 9
2024-12-24,28754035,11754035,False,,6 10 16 23 24 11 12
2024-12-27,41205363,12451328,True,1,12 22 27 33 45 4 8
2024-12-31,17000000,-24205363,False,,19 24 26 28 33 8 12
2025-01-03,29139978,12139978,False,,3 19 29 35 37 1 9
2025-01-07,39138030,9998052,False,,20 33 35 41 47 4 12
2025-01-10,52905618,13767588,False,,12 27 36 37 42 6 7
2025-01-14,63894652,10989034,False,,18 20 29 41 48 5 9
2025-01-17,76208290,12313638,False,,8 15 24 35 42 6 8
2025-01-21,85948096,9739806,False,,6 8 14 27 41 4 5
2025-01-24,99397573,13449477,True,1,2 11 19 30 49 3 8
2025-01-28,17000000,-82397573,False,,9 37 41 42 49 1 9
2025-01-31,29691765,12691765,False,,22 30 41 44 49 2 7
2025-02-04,39688310,9996545,False,,3 4 29 39 43 5 10
2025-02-07,53335818,13647508,False,,10 23 24 29 45 8 10
2025-02-11,64222633,10886815,False,,3 21 36 41 46 1 6
2025-02-14,78450739,14228106,True,1,4 14 31 36 38 3 10
2025-02-18,17000000,-61450739,False,,5 14 25 26 40 5 7
2025-02-21,29270258,12270258,False,,1 3 11 20 43 2 11
2025-02-25,38919454,9649196,False,,17 22 23 24 44 6 11
2025-02-28,52448674,13529220,True,1,7 16 31 43 46 5 9
2025-03-04,17000000,-35448674,False,,15 20 29 35 42 2 9
2025-03-07,130000000,113000000,False,,6 10 27 32 48 3 8
2025-03-11,144588956,14588956,False,,13 36 37 42 47 7 11
2025-03-14,163297044,18708088,False,,8 10 33 35 49 2 9
2025-03-18,179328993,16031949,False,,4 9 35 46 50 8 11
2025-03-21,200584076,21255083,False,,9 17 18 21 50 5 12
2025-03-25,220427176,19843100,False,,1 3 18 33 36 2 6
2025-03-28,250000000,29572824,True,1,10 21 30 42 45 1 9
2025-04-01,17000000,-233000000,False,,9 24 30 46 49 4 12
2025-04-04,30117535,13117535,True,1,27 39 41 45 50 5 7
2025-04-08,17000000,-13117535,False,,3 14 15 48 49 1 7
2025-04-11,29653055,12653055,False,,14 28 34 46 49 3 8
2025-04-15,39576503,9923448,False,,3 31 33 38 44 6 12
2025-04-18,52448886,12872383,False,,20 27 35 39 48 3 8
2025-04-22,62465227,10016341,False,,7 28 33 37 47 9 12
2025-04-25,74400108,11934881,False,,13 22 32 39 41 1 12
2025-04-29,83786486,9386378,False,,2 9 24 30 41 1 11
2025-05-02,97254381,13467895,False,,3 5 19 21 49 1 10
2025-05-06,108197286,10942905,False,,8 23 24 47 48 4 9
2025-05-09,123011264,14813978,False,,15 18 25 29 47 5 9
2025-05-13,135332717,12321453,False,,9 19 44 47 50 2 9
2025-05-16,151408193,16075476,False,,6 9 25 37 46 6 12
2025-05-20,164911119,13502926,False,,1 8 13 29 47 5 6
2025-05-23,182346241,17435122,False,,10 29 43 46 49 7 12
2025-05-27,198011279,15665038,False,,12 30 38 40 41 4 12
2025-05-30,218316095,20304816,False,,4 7 14 33 36 1 5
2025-06-03,238816941,20500846,False,,12 15 38 47 48 5 7
2025-06-06,250000000,11183059,False,,20 21 29 30 35 2 12
2025-06-10,250000000,0,False,,19 36 39 40 45 5 6
2025-06-13,250000000,0,False,,2 28 40 43 45 3 7
2025-06-17,250000000,0,True,1,13 22 23 44 49 3 5
2025-06-20,17000000,-233000000,False,,5 8 24 37 47 3 9
2025-06-24,26938272,9938272,False,,7 16 21 23 39 7 11
2025-06-27,40322653,13384381,False,,19 27 36 45 49 7 10
2025-07-01,51016730,10694077,False,,1 17 28 32 34 7 8
2025-07-04,64874336,13857606,False,,19 29 42 45 48 5 7
2025-07-08,74533673,9659337,False,,1 8 9 18 50 1 5
2025-07-11,86799585,12265912,False,,8 23 24 45 49 2 10
2025-07-15,96858365,10058780,False,,24 38 41 45 49 1 6
2025-07-18,111646530,14788165,False,,13 19 25 42 45 2 9
2025-07-22,123233142,11586612,False,,8 15 26 33 41 9 10
2025-07-25,137766680,14533538,False,,6 7 23 32 36 11 12
2025-07-29,150232733,12466053,False,,5 6 42 44 46 4 8
2025-08-01,166241768,16009035,False,,4 16 25 29 30 2 10
2025-08-05,179818188,13576420,False,,1 3 5 42 47 5 10
2025-08-08,197504621,17686433,False,,2 12 19 34 44 6 10
2025-08-12,213114756,15610135,False,,18 28 42 46 48 3 9
2025-08-15,232174803,19060047,False,,13 30 35 36 40 2 6
2025-08-19,250000000,17825197,True,1,24 31 34 41 43 6 8
2025-08-22,17000000,-233000000,False,,6 9 12 30 39 4 10
2025-08-26,26800624,9800624,False,,2 14 38 42 45 10 11
2025-08-29,40112807,13312183,False,,6 9 10 13 37 1 7
2025-09-02,51026993,10914186,False,,13 30 31 32 36 1 12
2025-09-05,65278573,14251580,True,1,27 30 31 41 43 5 8
2025-09-09,17000000,-48278573,False,,3 13 24 39 40 2 8
2025-09-12,29758911,12758911,False,,5 10 23 31 37 3 11
2025-09-16,39929183,10170272,False,,1 9 13 35 40 5 6
2025-09-19,53344250,13415067,False,,8 10 26 32 42 9 12
2025-09-23,64176450,10832200,False,,11 13 24 29 33 2 5
2025-09-26,130000000,65823550,True,1,4 17 25 28 44 5 11
2025-09-30,17000000,-113000000,False,,3 8 15 17 48 2 8
2025-10-03,29922038,12922038,True,1,6 12 18 25 41 2 6
2025-10-07,17000000,-12922038,False,,24 39 42 43 48 5 8
2025-10-10,29671390,12671390,True,1,6 7 17 20 21 1 10
2025-10-14,17000000,-12671390,False,,5 8 14 16 18 3 10
2025-10-17,29398729,12398729,False,,13 35 39 44 47 3 5
2025-10-21,39082377,9683648,False,,5 24 29 40 42 6 12
2025-10-24,52225105,13142728,False,,7 8 25 31 45 7 12
2025-10-28,62577973,10352868,False,,7 8 24 35 49 2 12
2025-10-31,75635350,13057377,False,,5 14 38 43 45 7 11
2025-11-04,85169986,9534636,False,,6 9 25 28 45 1 4
2025-11-07,98027154,12857168,False,,11 21 39 40 43 2 8
2025-11-11,108416075,10388921,False,,4 22 32 36 47 2 10
2025-11-14,122611491,14195416,False,,9 26 27 45 48 8 9
2025-11-18,134404955,11793464,False,,2 4 15 21 48 6 12
2025-11-21,149510047,15105092,False,,17 19 29 35 48 5 9
2025-11-25,162134412,12624365,False,,6 11 17 35 44 3 7
2025-11-28,178656733,16522321,True,1,5 29 33 39 42 3 9
2025-12-02,17000000,-161656733,False,,4 13 14 20 41 6 12
2025-12-05,130000000,113000000,False,,9 15 25 34 46 8 12
2025-12-09,142433804,12433804,True,1,2 8 13 29 49 2 11
2025-12-12,17000000,-125433804,True,1,7 25 30 37 41 5 11
2025-12-16,17000000,0,False,,14 16 40 41 44 2 10
2025-12-19,29984492,12984492,False,,17 21 39 43 44 1 11
2025-12-23,41431999,11447507,False,,8 26 27 29 44 11 12
2025-12-26,54026007,12594008,True,1,12 22 32 36 48 3 4
2025-12-30,17000000,-37026007,False,,11 26 29 34 44 1 10
2026-01-02,30879489,13879489,False,,8 27 42 44 46 1 10
2026-01-06,40421785,9542296,False,,5 14 17 18 31 10 12
2026-01-09,53787880,13366095,False,,1 7 10 26 34 2 4
2026-01-13,64537877,10749997,False,,6 10 18 44 47 2 10
2026-01-16,77334733,12796856,False,,5 17 24 29 50 5 10
2026-01-20,86841907,9507174,False,,11 18 19 22 50 1 11
2026-01-23,99679547,12837640,False,,4 5 13 21 42 3 10
2026-01-27,109599909,9920362,False,,4 23 42 43 47 3 9
2026-01-30,123555827,13955918,True,1,14 18 31 35 46 7 11
2026-02-03,17000000,-106555827,False,,26 27 28 34 37 4 9
2026-02-06,29158204,12158204,False,,10 13 20 23 24 6 11
2026-02-10,38673991,9515787,False,,1 17 19 34 42 5 8
2026-02-13,53818194,15144203,False,,9 13 31 37 40 6 9
2026-02-17,64273804,10455610,False,,1 4 6 10 41 5 12
2026-02-20,130000000,65726196,False,,13 24 28 33 35 5 9
2026-02-24,142871092,12871092,False,,10 27 40 43 47 6 10
2026-02-27,159922317,17051225,False,,14 24 27 39 42 6 10
2026-03-03,174135420,14213103,False,,6 7 24 34 50 5 7
2026-03-06,192898115,18762695,False,,15 16 19 28 37 6 9
2026-03-10,209527211,16629096,True,1,12 14 27 44 50 4 12
2026-03-13,17000000,-192527211,False,,13 17 26 41 48 4 10
2026-03-17,26669836,9669836,False,,5 17 28 33 41 3 9
2026-03-20,39347116,12677280,False,,5 12 16 37 46 8 10
2026-03-24,49282215,9935099,False,,12 16 17 18 27 1 3
2026-03-27,62831918,13549703,False,,4 10 43 44 48 2 4
2026-03-31,71981308,9149390,False,,5 8 10 33 38 2 7
2026-04-03,83409093,11427785,False,,8 27 29 46 49 2 10
2026-04-07,92558766,9149673,False,,11 14 19 36 49 6 7
2026-04-10,105639574,13080808,False,,10 13 14 38 41 6 9
2026-04-14,116712656,11073082,False,,1 2 4 28 44 5 12
2026-04-17,132281195,15568539,False,,22 23 28 41 47 6 8
2026-04-21,48175066,-84106129,True,3,13 16 29 40 47 3 4
2026-04-24,17000000,-31175066,False,,25 26 30 40 45 1 5
2026-04-28,26211265,9211265,False,,26 29 41 46 47 8 9
2026-05-01,39355091,13143826,False,,3 9 42 46 47 1 11
2026-05-05,49453598,10098507,False,,3 4 8 20 31 6 8
2026-05-08,62875957,13422359,False,,2 17 19 34 37 8 11
2026-05-12,71851521,8975564,False,,4 26 32 35 36 5 7
2026-05-15,83287332,11435811,False,,3 10 38 41 43 2 9
2026-05-19,92722476,9435144,False,,2 12 20 38 45 2 5
2026-05-22,105432709,12710233,False,,6 22 26 31 37 5 8
2026-05-26,115489592,10056883,False,,6 23 25 35 37 6 12
2026-05-29,129806398,14316806,False,,5 14 18 31 35 2 12
2026-06-02,142961066,13154668,False,,6 9 17 18 42 7 9
2026-06-05,160606603,17645537,False,,5 6 16 17 49 2 12
2026-06-09,174984088,14377485,True,1,2 7 23 44 46 3 5
