date,jackpot_eur,jackpot_won,jackpot_winners,source
2022-07-01,196414961,0,,win2day:NN_W2D_STAT_EUML_2022.csv
2022-07-05,215357108,0,,win2day:NN_W2D_STAT_EUML_2022.csv
2022-07-08,230000000,0,,win2day:NN_W2D_STAT_EUML_2022.csv
2022-07-12,230000000,0,,win2day:NN_W2D_STAT_EUML_2022.csv
2022-07-15,230000000,0,,win2day:NN_W2D_STAT_EUML_2022.csv
2022-07-19,230000000,1,1,win2day:NN_W2D_STAT_EUML_2022.csv
2022-07-22,17000000,0,,win2day:NN_W2D_STAT_EUML_2022.csv
2022-07-26,27478522,0,,win2day:NN_W2D_STAT_EUML_2022.csv
2022-07-29,41717625,1,1,win2day:NN_W2D_STAT_EUML_2022.csv
2022-08-02,17000000,0,,win2day:NN_W2D_STAT_EUML_2022.csv
2022-08-05,30356111,0,,win2day:NN_W2D_STAT_EUML_2022.csv
2022-08-09,40859539,0,,win2day:NN_W2D_STAT_EUML_2022.csv
2022-08-12,54932236,0,,win2day:NN_W2D_STAT_EUML_2022.csv
2022-08-16,65542061,0,,win2day:NN_W2D_STAT_EUML_2022.csv
2022-08-19,77782771,0,,win2day:NN_W2D_STAT_EUML_2022.csv
2022-08-23,87739477,0,,win2day:NN_W2D_STAT_EUML_2022.csv
2022-08-26,101607331,0,,win2day:NN_W2D_STAT_EUML_2022.csv
2022-08-30,112909219,0,,win2day:NN_W2D_STAT_EUML_2022.csv
2022-09-02,128491607,1,1,win2day:NN_W2D_STAT_EUML_2022.csv
2022-09-06,17000000,0,,win2day:NN_W2D_STAT_EUML_2022.csv
2022-09-09,130000000,0,,win2day:NN_W2D_STAT_EUML_2022.csv
2022-09-13,143363071,0,,win2day:NN_W2D_STAT_EUML_2022.csv
2022-09-16,160585356,0,,win2day:NN_W2D_STAT_EUML_2022.csv
2022-09-20,174393431,0,,win2day:NN_W2D_STAT_EUML_2022.csv
2022-09-23,193007524,1,1,win2day:NN_W2D_STAT_EUML_2022.csv
2022-09-27,17000000,0,,win2day:NN_W2D_STAT_EUML_2022.csv
2022-09-30,30779316,0,,win2day:NN_W2D_STAT_EUML_2022.csv
2022-10-04,41404202,0,,win2day:NN_W2D_STAT_EUML_2022.csv
2022-10-07,55925603,0,,win2day:NN_W2D_STAT_EUML_2022.csv
2022-10-11,67271820,0,,win2day:NN_W2D_STAT_EUML_2022.csv
2022-10-14,79886870,0,,win2day:NN_W2D_STAT_EUML_2022.csv
2022-10-18,89872399,0,,win2day:NN_W2D_STAT_EUML_2022.csv
2022-10-21,103645225,0,,win2day:NN_W2D_STAT_EUML_2022.csv
2022-10-25,115163195,0,,win2day:NN_W2D_STAT_EUML_2022.csv
2022-10-28,130427867,0,,win2day:NN_W2D_STAT_EUML_2022.csv
2022-11-01,142364826,0,,win2day:NN_W2D_STAT_EUML_2022.csv
2022-11-04,160788895,1,1,win2day:NN_W2D_STAT_EUML_2022.csv
2022-11-08,17000000,0,,win2day:NN_W2D_STAT_EUML_2022.csv
2022-11-11,30268879,0,,win2day:NN_W2D_STAT_EUML_2022.csv
2022-11-15,40593926,0,,win2day:NN_W2D_STAT_EUML_2022.csv
2022-11-18,54718415,0,,win2day:NN_W2D_STAT_EUML_2022.csv
2022-11-22,65446418,0,,win2day:NN_W2D_STAT_EUML_2022.csv
2022-11-25,77861912,0,,win2day:NN_W2D_STAT_EUML_2022.csv
2022-11-29,87748882,0,,win2day:NN_W2D_STAT_EUML_2022.csv
2022-12-02,130000000,0,,win2day:NN_W2D_STAT_EUML_2022.csv
2022-12-06,142897164,1,1,win2day:NN_W2D_STAT_EUML_2022.csv
2022-12-09,17000000,0,,win2day:NN_W2D_STAT_EUML_2022.csv
2022-12-13,27040539,0,,win2day:NN_W2D_STAT_EUML_2022.csv
2022-12-16,40613994,0,,win2day:NN_W2D_STAT_EUML_2022.csv
2022-12-20,51605931,1,1,win2day:NN_W2D_STAT_EUML_2022.csv
2022-12-23,17000000,0,,win2day:NN_W2D_STAT_EUML_2022.csv
2022-12-27,26956990,1,1,win2day:NN_W2D_STAT_EUML_2022.csv
2022-12-30,17000000,0,,win2day:NN_W2D_STAT_EUML_2022.csv
2023-01-03,26981448,0,,win2day:NN_W2D_STAT_EUML_2023.csv
2023-01-06,40092766,0,,win2day:NN_W2D_STAT_EUML_2023.csv
2023-01-10,51358214,0,,win2day:NN_W2D_STAT_EUML_2023.csv
2023-01-13,68825114,1,1,win2day:NN_W2D_STAT_EUML_2023.csv
2023-01-17,17000000,0,,win2day:NN_W2D_STAT_EUML_2023.csv
2023-01-20,30055348,0,,win2day:NN_W2D_STAT_EUML_2023.csv
2023-01-24,40135672,0,,win2day:NN_W2D_STAT_EUML_2023.csv
2023-01-27,54426133,0,,win2day:NN_W2D_STAT_EUML_2023.csv
2023-01-31,66081021,1,1,win2day:NN_W2D_STAT_EUML_2023.csv
2023-02-03,26903914,0,,win2day:NN_W2D_STAT_EUML_2023.csv
2023-02-07,37368401,0,,win2day:NN_W2D_STAT_EUML_2023.csv
2023-02-10,51805568,0,,win2day:NN_W2D_STAT_EUML_2023.csv
2023-02-14,63133766,0,,win2day:NN_W2D_STAT_EUML_2023.csv
2023-02-17,78038271,0,,win2day:NN_W2D_STAT_EUML_2023.csv
2023-02-21,87872368,0,,win2day:NN_W2D_STAT_EUML_2023.csv
2023-02-24,102242065,1,1,win2day:NN_W2D_STAT_EUML_2023.csv
2023-02-28,17000000,0,,win2day:NN_W2D_STAT_EUML_2023.csv
2023-03-03,130000000,0,,win2day:NN_W2D_STAT_EUML_2023.csv
2023-03-07,144966361,1,1,win2day:NN_W2D_STAT_EUML_2023.csv
2023-03-10,17000000,0,,win2day:NN_W2D_STAT_EUML_2023.csv
2023-03-14,27135288,0,,win2day:NN_W2D_STAT_EUML_2023.csv
2023-03-17,40979052,0,,win2day:NN_W2D_STAT_EUML_2023.csv
2023-03-21,51752817,0,,win2day:NN_W2D_STAT_EUML_2023.csv
2023-03-24,66287741,1,1,win2day:NN_W2D_STAT_EUML_2023.csv
2023-03-28,17000000,0,,win2day:NN_W2D_STAT_EUML_2023.csv
2023-03-31,30291562,0,,win2day:NN_W2D_STAT_EUML_2023.csv
2023-04-04,40419100,0,,win2day:NN_W2D_STAT_EUML_2023.csv
2023-04-07,53926195,0,,win2day:NN_W2D_STAT_EUML_2023.csv
2023-04-11,64268423,0,,win2day:NN_W2D_STAT_EUML_2023.csv
2023-04-14,76614029,0,,win2day:NN_W2D_STAT_EUML_2023.csv
2023-04-18,86295887,0,,win2day:NN_W2D_STAT_EUML_2023.csv
2023-04-21,101652719,0,,win2day:NN_W2D_STAT_EUML_2023.csv
2023-04-25,113203135,0,,win2day:NN_W2D_STAT_EUML_2023.csv
2023-04-28,129017021,0,,win2day:NN_W2D_STAT_EUML_2023.csv
2023-05-02,141358073,0,,win2day:NN_W2D_STAT_EUML_2023.csv
2023-05-05,53041075,1,3,win2day:NN_W2D_STAT_EUML_2023.csv
2023-05-09,17000000,0,,win2day:NN_W2D_STAT_EUML_2023.csv
2023-05-12,30501493,0,,win2day:NN_W2D_STAT_EUML_2023.csv
2023-05-16,40834212,0,,win2day:NN_W2D_STAT_EUML_2023.csv
2023-05-19,54581705,0,,win2day:NN_W2D_STAT_EUML_2023.csv
2023-05-23,65331075,0,,win2day:NN_W2D_STAT_EUML_2023.csv
2023-05-26,77603768,0,,win2day:NN_W2D_STAT_EUML_2023.csv
2023-05-30,87066382,0,,win2day:NN_W2D_STAT_EUML_2023.csv
2023-06-02,130000000,1,1,win2day:NN_W2D_STAT_EUML_2023.csv
2023-06-06,17000000,0,,win2day:NN_W2D_STAT_EUML_2023.csv
2023-06-09,29999076,0,,win2day:NN_W2D_STAT_EUML_2023.csv
2023-06-13,39998136,0,,win2day:NN_W2D_STAT_EUML_2023.csv
2023-06-16,53695271,0,,win2day:NN_W2D_STAT_EUML_2023.csv
2023-06-20,64343648,1,1,win2day:NN_W2D_STAT_EUML_2023.csv
2023-06-23,17000000,0,,win2day:NN_W2D_STAT_EUML_2023.csv
2023-06-27,26366575,0,,win2day:NN_W2D_STAT_EUML_2023.csv
2023-06-30,39350950,0,,win2day:NN_W2D_STAT_EUML_2023.csv
2023-07-04,49799831,0,,win2day:NN_W2D_STAT_EUML_2023.csv
2023-07-07,63819632,0,,win2day:NN_W2D_STAT_EUML_2023.csv
2023-07-11,36621161,1,2,win2day:NN_W2D_STAT_EUML_2023.csv
2023-07-14,17000000,0,,win2day:NN_W2D_STAT_EUML_2023.csv
2023-07-18,26319523,0,,win2day:NN_W2D_STAT_EUML_2023.csv
2023-07-21,38938247,0,,win2day:NN_W2D_STAT_EUML_2023.csv
2023-07-25,48942249,0,,win2day:NN_W2D_STAT_EUML_2023.csv
2023-07-28,62712326,0,,win2day:NN_W2D_STAT_EUML_2023.csv
2023-08-01,72144196,1,1,win2day:NN_W2D_STAT_EUML_2023.csv
2023-08-04,17000000,0,,win2day:NN_W2D_STAT_EUML_2023.csv
2023-08-08,26419369,0,,win2day:NN_W2D_STAT_EUML_2023.csv
2023-08-11,39046910,0,,win2day:NN_W2D_STAT_EUML_2023.csv
2023-08-15,48439435,0,,win2day:NN_W2D_STAT_EUML_2023.csv
2023-08-18,61993455,0,,win2day:NN_W2D_STAT_EUML_2023.csv
2023-08-22,71241834,0,,win2day:NN_W2D_STAT_EUML_2023.csv
2023-08-25,83895708,0,,win2day:NN_W2D_STAT_EUML_2023.csv
2023-08-29,94132132,0,,win2day:NN_W2D_STAT_EUML_2023.csv
2023-09-01,109268140,1,1,win2day:NN_W2D_STAT_EUML_2023.csv
2023-09-05,17000000,0,,win2day:NN_W2D_STAT_EUML_2023.csv
2023-09-08,29856760,0,,win2day:NN_W2D_STAT_EUML_2023.csv
2023-09-12,39749426,0,,win2day:NN_W2D_STAT_EUML_2023.csv
2023-09-15,27475869,1,2,win2day:NN_W2D_STAT_EUML_2023.csv
2023-09-19,17000000,0,,win2day:NN_W2D_STAT_EUML_2023.csv
2023-09-22,30052281,0,,win2day:NN_W2D_STAT_EUML_2023.csv
2023-09-26,40110281,0,,win2day:NN_W2D_STAT_EUML_2023.csv
2023-09-29,130000000,1,1,win2day:NN_W2D_STAT_EUML_2023.csv
2023-10-03,17000000,0,,win2day:NN_W2D_STAT_EUML_2023.csv
2023-10-06,30163855,0,,win2day:NN_W2D_STAT_EUML_2023.csv
2023-10-10,40033036,0,,win2day:NN_W2D_STAT_EUML_2023.csv
2023-10-13,56657303,0,,win2day:NN_W2D_STAT_EUML_2023.csv
2023-10-17,67318140,1,1,win2day:NN_W2D_STAT_EUML_2023.csv
2023-10-20,17000000,0,,win2day:NN_W2D_STAT_EUML_2023.csv
2023-10-24,26274769,1,1,win2day:NN_W2D_STAT_EUML_2023.csv
2023-10-27,17000000,1,1,win2day:NN_W2D_STAT_EUML_2023.csv
2023-10-31,17000000,0,,win2day:NN_W2D_STAT_EUML_2023.csv
2023-11-03,31218086,1,1,win2day:NN_W2D_STAT_EUML_2023.csv
2023-11-07,17000000,0,,win2day:NN_W2D_STAT_EUML_2023.csv
2023-11-10,29442596,0,,win2day:NN_W2D_STAT_EUML_2023.csv
2023-11-14,38766954,0,,win2day:NN_W2D_STAT_EUML_2023.csv
2023-11-17,51871163,0,,win2day:NN_W2D_STAT_EUML_2023.csv
2023-11-21,61945881,0,,win2day:NN_W2D_STAT_EUML_2023.csv
2023-11-24,73689177,0,,win2day:NN_W2D_STAT_EUML_2023.csv
2023-11-28,83068817,1,1,win2day:NN_W2D_STAT_EUML_2023.csv
2023-12-01,200000000,0,,win2day:NN_W2D_STAT_EUML_2023.csv
2023-12-05,218859087,0,,win2day:NN_W2D_STAT_EUML_2023.csv
2023-12-08,240000000,1,1,win2day:NN_W2D_STAT_EUML_2023.csv
2023-12-12,17000000,0,,win2day:NN_W2D_STAT_EUML_2023.csv
2023-12-15,30315474,0,,win2day:NN_W2D_STAT_EUML_2023.csv
2023-12-19,40468227,0,,win2day:NN_W2D_STAT_EUML_2023.csv
2023-12-22,55662868,1,1,win2day:NN_W2D_STAT_EUML_2023.csv
2023-12-26,17000000,0,,win2day:NN_W2D_STAT_EUML_2023.csv
2023-12-29,30547316,0,,win2day:NN_W2D_STAT_EUML_2023.csv
2024-01-02,40104043,0,,win2day:NN_W2D_STAT_EUML_2024.csv
2024-01-05,53860692,0,,win2day:NN_W2D_STAT_EUML_2024.csv
2024-01-09,64655929,0,,win2day:NN_W2D_STAT_EUML_2024.csv
2024-01-12,78232869,0,,win2day:NN_W2D_STAT_EUML_2024.csv
2024-01-16,87952574,1,1,win2day:NN_W2D_STAT_EUML_2024.csv
2024-01-19,17000000,1,1,win2day:NN_W2D_STAT_EUML_2024.csv
2024-01-23,17000000,0,,win2day:NN_W2D_STAT_EUML_2024.csv
2024-01-26,130000000,0,,win2day:NN_W2D_STAT_EUML_2024.csv
2024-01-30,72274808,1,2,win2day:NN_W2D_STAT_EUML_2024.csv
2024-02-02,17000000,0,,win2day:NN_W2D_STAT_EUML_2024.csv
2024-02-06,26671242,0,,win2day:NN_W2D_STAT_EUML_2024.csv
2024-02-09,39863291,0,,win2day:NN_W2D_STAT_EUML_2024.csv
2024-02-13,50200267,0,,win2day:NN_W2D_STAT_EUML_2024.csv
2024-02-16,64205787,0,,win2day:NN_W2D_STAT_EUML_2024.csv
2024-02-20,73448160,1,1,win2day:NN_W2D_STAT_EUML_2024.csv
2024-02-23,17000000,0,,win2day:NN_W2D_STAT_EUML_2024.csv
2024-02-27,26481831,0,,win2day:NN_W2D_STAT_EUML_2024.csv
2024-03-01,39478163,0,,win2day:NN_W2D_STAT_EUML_2024.csv
2024-03-05,49724672,0,,win2day:NN_W2D_STAT_EUML_2024.csv
2024-03-08,63706418,0,,win2day:NN_W2D_STAT_EUML_2024.csv
2024-03-12,72905621,0,,win2day:NN_W2D_STAT_EUML_2024.csv
2024-03-15,130000000,1,1,win2day:NN_W2D_STAT_EUML_2024.csv
2024-03-19,17000000,0,,win2day:NN_W2D_STAT_EUML_2024.csv
2024-03-22,29416867,0,,win2day:NN_W2D_STAT_EUML_2024.csv
2024-03-26,38982716,0,,win2day:NN_W2D_STAT_EUML_2024.csv
2024-03-29,52158877,0,,win2day:NN_W2D_STAT_EUML_2024.csv
2024-04-02,61841232,0,,win2day:NN_W2D_STAT_EUML_2024.csv
2024-04-05,73573473,0,,win2day:NN_W2D_STAT_EUML_2024.csv
2024-04-09,82919693,0,,win2day:NN_W2D_STAT_EUML_2024.csv
2024-04-12,95455076,0,,win2day:NN_W2D_STAT_EUML_2024.csv
2024-04-16,106321539,0,,win2day:NN_W2D_STAT_EUML_2024.csv
2024-04-19,121428316,0,,win2day:NN_W2D_STAT_EUML_2024.csv
2024-04-23,133997920,0,,win2day:NN_W2D_STAT_EUML_2024.csv
2024-04-26,152030613,0,,win2day:NN_W2D_STAT_EUML_2024.csv
2024-04-30,166790050,1,1,win2day:NN_W2D_STAT_EUML_2024.csv
2024-05-03,17000000,0,,win2day:NN_W2D_STAT_EUML_2024.csv
2024-05-07,26436747,0,,win2day:NN_W2D_STAT_EUML_2024.csv
2024-05-10,38735490,0,,win2day:NN_W2D_STAT_EUML_2024.csv
2024-05-14,48748900,1,1,win2day:NN_W2D_STAT_EUML_2024.csv
2024-05-17,17000000,0,,win2day:NN_W2D_STAT_EUML_2024.csv
2024-05-21,25835023,0,,win2day:NN_W2D_STAT_EUML_2024.csv
2024-05-24,38150340,0,,win2day:NN_W2D_STAT_EUML_2024.csv
2024-05-28,47755444,0,,win2day:NN_W2D_STAT_EUML_2024.csv
2024-05-31,61212841,0,,win2day:NN_W2D_STAT_EUML_2024.csv
2024-06-04,70207868,0,,win2day:NN_W2D_STAT_EUML_2024.csv
2024-06-07,130000000,0,,win2day:NN_W2D_STAT_EUML_2024.csv
2024-06-11,143550509,0,,win2day:NN_W2D_STAT_EUML_2024.csv
2024-06-14,161234810,0,,win2day:NN_W2D_STAT_EUML_2024.csv
2024-06-18,176125263,0,,win2day:NN_W2D_STAT_EUML_2024.csv
2024-06-21,195721466,0,,win2day:NN_W2D_STAT_EUML_2024.csv
2024-06-25,213887390,1,1,win2day:NN_W2D_STAT_EUML_2024.csv
2024-06-28,17000000,0,,win2day:NN_W2D_STAT_EUML_2024.csv
2024-07-02,26534527,0,,win2day:NN_W2D_STAT_EUML_2024.csv
2024-07-05,39132032,1,1,win2day:NN_W2D_STAT_EUML_2024.csv
2024-07-09,17000000,0,,win2day:NN_W2D_STAT_EUML_2024.csv
2024-07-12,29128125,0,,win2day:NN_W2D_STAT_EUML_2024.csv
2024-07-16,38567423,0,,win2day:NN_W2D_STAT_EUML_2024.csv
2024-07-19,26181999,1,2,win2day:NN_W2D_STAT_EUML_2024.csv
2024-07-23,17000000,0,,win2day:NN_W2D_STAT_EUML_2024.csv
2024-07-26,28649442,1,1,win2day:NN_W2D_STAT_EUML_2024.csv
2024-07-30,17000000,0,,win2day:NN_W2D_STAT_EUML_2024.csv
2024-08-02,28776997,0,,win2day:NN_W2D_STAT_EUML_2024.csv
2024-08-06,38085988,0,,win2day:NN_W2D_STAT_EUML_2024.csv
2024-08-09,50649439,0,,win2day:NN_W2D_STAT_EUML_2024.csv
2024-08-13,60887190,0,,win2day:NN_W2D_STAT_EUML_2024.csv
2024-08-16,72769716,0,,win2day:NN_W2D_STAT_EUML_2024.csv
2024-08-20,81964326,0,,win2day:NN_W2D_STAT_EUML_2024.csv
2024-08-23,94498717,0,,win2day:NN_W2D_STAT_EUML_2024.csv
2024-08-27,104936241,0,,win2day:NN_W2D_STAT_EUML_2024.csv
2024-08-30,119772690,0,,win2day:NN_W2D_STAT_EUML_2024.csv
2024-09-03,132447714,0,,win2day:NN_W2D_STAT_EUML_2024.csv
2024-09-06,149017789,1,1,win2day:NN_W2D_STAT_EUML_2024.csv
2024-09-10,17000000,0,,win2day:NN_W2D_STAT_EUML_2024.csv
2024-09-13,31511704,0,,win2day:NN_W2D_STAT_EUML_2024.csv
2024-09-17,41391923,0,,win2day:NN_W2D_STAT_EUML_2024.csv
2024-09-20,54712555,0,,win2day:NN_W2D_STAT_EUML_2024.csv
2024-09-24,65337927,0,,win2day:NN_W2D_STAT_EUML_2024.csv
2024-09-27,130000000,0,,win2day:NN_W2D_STAT_EUML_2024.csv
2024-10-01,143969598,0,,win2day:NN_W2D_STAT_EUML_2024.csv
2024-10-04,162256512,1,1,win2day:NN_W2D_STAT_EUML_2024.csv
2024-10-08,17000000,0,,win2day:NN_W2D_STAT_EUML_2024.csv
2024-10-11,29821152,0,,win2day:NN_W2D_STAT_EUML_2024.csv
2024-10-15,39530015,0,,win2day:NN_W2D_STAT_EUML_2024.csv
2024-10-18,53040810,0,,win2day:NN_W2D_STAT_EUML_2024.csv
2024-10-22,63353583,0,,win2day:NN_W2D_STAT_EUML_2024.csv
2024-10-25,76313061,0,,win2day:NN_W2D_STAT_EUML_2024.csv
2024-10-29,85747958,0,,win2day:NN_W2D_STAT_EUML_2024.csv
2024-11-01,98005009,0,,win2day:NN_W2D_STAT_EUML_2024.csv
2024-11-05,109544200,0,,win2day:NN_W2D_STAT_EUML_2024.csv
2024-11-08,124837601,0,,win2day:NN_W2D_STAT_EUML_2024.csv
2024-11-12,137211025,0,,win2day:NN_W2D_STAT_EUML_2024.csv
2024-11-15,153801394,0,,win2day:NN_W2D_STAT_EUML_2024.csv
2024-11-19,167885087,0,,win2day:NN_W2D_STAT_EUML_2024.csv
2024-11-22,194669132,0,,win2day:NN_W2D_STAT_EUML_2024.csv
2024-11-26,212448937,1,1,win2day:NN_W2D_STAT_EUML_2024.csv
2024-11-29,17000000,0,,win2day:NN_W2D_STAT_EUML_2024.csv
2024-12-03,27018616,0,,win2day:NN_W2D_STAT_EUML_2024.csv
2024-12-06,40367383,0,,win2day:NN_W2D_STAT_EUML_2024.csv
2024-12-10,50987545,0,,win2day:NN_W2D_STAT_EUML_2024.csv
2024-12-13,67852508,0,,win2day:NN_W2D_STAT_EUML_2024.csv
2024-12-17,77557137,1,1,win2day:NN_W2D_STAT_EUML_2024.csv
2024-12-20,17000000,0,,win2day:NN_W2D_STAT_EUML_2024.csv
2024-12-24,28754035,0,,win2day:NN_W2D_STAT_EUML_2024.csv
2024-12-27,41205363,1,1,win2day:NN_W2D_STAT_EUML_2024.csv
2024-12-31,17000000,0,,win2day:NN_W2D_STAT_EUML_2024.csv
2025-01-03,29139978,0,,win2day:NN_W2D_STAT_EUML_2025.csv
2025-01-07,39138030,0,,win2day:NN_W2D_STAT_EUML_2025.csv
2025-01-10,52905618,0,,win2day:NN_W2D_STAT_EUML_2025.csv
2025-01-14,63894652,0,,win2day:NN_W2D_STAT_EUML_2025.csv
2025-01-17,76208290,0,,win2day:NN_W2D_STAT_EUML_2025.csv
2025-01-21,85948096,0,,win2day:NN_W2D_STAT_EUML_2025.csv
2025-01-24,99397573,1,1,win2day:NN_W2D_STAT_EUML_2025.csv
2025-01-28,17000000,0,,win2day:NN_W2D_STAT_EUML_2025.csv
2025-01-31,29691765,0,,win2day:NN_W2D_STAT_EUML_2025.csv
2025-02-04,39688310,0,,win2day:NN_W2D_STAT_EUML_2025.csv
2025-02-07,53335818,0,,win2day:NN_W2D_STAT_EUML_2025.csv
2025-02-11,64222633,0,,win2day:NN_W2D_STAT_EUML_2025.csv
2025-02-14,78450739,1,1,win2day:NN_W2D_STAT_EUML_2025.csv
2025-02-18,17000000,0,,win2day:NN_W2D_STAT_EUML_2025.csv
2025-02-21,29270258,0,,win2day:NN_W2D_STAT_EUML_2025.csv
2025-02-25,38919454,0,,win2day:NN_W2D_STAT_EUML_2025.csv
2025-02-28,52448674,1,1,win2day:NN_W2D_STAT_EUML_2025.csv
2025-03-04,17000000,0,,win2day:NN_W2D_STAT_EUML_2025.csv
2025-03-07,130000000,0,,win2day:NN_W2D_STAT_EUML_2025.csv
2025-03-11,144588956,0,,win2day:NN_W2D_STAT_EUML_2025.csv
2025-03-14,163297044,0,,win2day:NN_W2D_STAT_EUML_2025.csv
2025-03-18,179328993,0,,win2day:NN_W2D_STAT_EUML_2025.csv
2025-03-21,200584076,0,,win2day:NN_W2D_STAT_EUML_2025.csv
2025-03-25,220427176,0,,win2day:NN_W2D_STAT_EUML_2025.csv
2025-03-28,250000000,1,1,win2day:NN_W2D_STAT_EUML_2025.csv
2025-04-01,17000000,0,,win2day:NN_W2D_STAT_EUML_2025.csv
2025-04-04,30117535,1,1,win2day:NN_W2D_STAT_EUML_2025.csv
2025-04-08,17000000,0,,win2day:NN_W2D_STAT_EUML_2025.csv
2025-04-11,29653055,0,,win2day:NN_W2D_STAT_EUML_2025.csv
2025-04-15,39576503,0,,win2day:NN_W2D_STAT_EUML_2025.csv
2025-04-18,52448886,0,,win2day:NN_W2D_STAT_EUML_2025.csv
2025-04-22,62465227,0,,win2day:NN_W2D_STAT_EUML_2025.csv
2025-04-25,74400108,0,,win2day:NN_W2D_STAT_EUML_2025.csv
2025-04-29,83786486,0,,win2day:NN_W2D_STAT_EUML_2025.csv
2025-05-02,97254381,0,,win2day:NN_W2D_STAT_EUML_2025.csv
2025-05-06,108197286,0,,win2day:NN_W2D_STAT_EUML_2025.csv
2025-05-09,123011264,0,,win2day:NN_W2D_STAT_EUML_2025.csv
2025-05-13,135332717,0,,win2day:NN_W2D_STAT_EUML_2025.csv
2025-05-16,151408193,0,,win2day:NN_W2D_STAT_EUML_2025.csv
2025-05-20,164911119,0,,win2day:NN_W2D_STAT_EUML_2025.csv
2025-05-23,182346241,0,,win2day:NN_W2D_STAT_EUML_2025.csv
2025-05-27,198011279,0,,win2day:NN_W2D_STAT_EUML_2025.csv
2025-05-30,218316095,0,,win2day:NN_W2D_STAT_EUML_2025.csv
2025-06-03,238816941,0,,win2day:NN_W2D_STAT_EUML_2025.csv
2025-06-06,250000000,0,,win2day:NN_W2D_STAT_EUML_2025.csv
2025-06-10,250000000,0,,win2day:NN_W2D_STAT_EUML_2025.csv
2025-06-13,250000000,0,,win2day:NN_W2D_STAT_EUML_2025.csv
2025-06-17,250000000,1,1,win2day:NN_W2D_STAT_EUML_2025.csv
2025-06-20,17000000,0,,win2day:NN_W2D_STAT_EUML_2025.csv
2025-06-24,26938272,0,,win2day:NN_W2D_STAT_EUML_2025.csv
2025-06-27,40322653,0,,win2day:NN_W2D_STAT_EUML_2025.csv
2025-07-01,51016730,0,,win2day:NN_W2D_STAT_EUML_2025.csv
2025-07-04,64874336,0,,win2day:NN_W2D_STAT_EUML_2025.csv
2025-07-08,74533673,0,,win2day:NN_W2D_STAT_EUML_2025.csv
2025-07-11,86799585,0,,win2day:NN_W2D_STAT_EUML_2025.csv
2025-07-15,96858365,0,,win2day:NN_W2D_STAT_EUML_2025.csv
2025-07-18,111646530,0,,win2day:NN_W2D_STAT_EUML_2025.csv
2025-07-22,123233142,0,,win2day:NN_W2D_STAT_EUML_2025.csv
2025-07-25,137766680,0,,win2day:NN_W2D_STAT_EUML_2025.csv
2025-07-29,150232733,0,,win2day:NN_W2D_STAT_EUML_2025.csv
2025-08-01,166241768,0,,win2day:NN_W2D_STAT_EUML_2025.csv
2025-08-05,179818188,0,,win2day:NN_W2D_STAT_EUML_2025.csv
2025-08-08,197504621,0,,win2day:NN_W2D_STAT_EUML_2025.csv
2025-08-12,213114756,0,,win2day:NN_W2D_STAT_EUML_2025.csv
2025-08-15,232174803,0,,win2day:NN_W2D_STAT_EUML_2025.csv
2025-08-19,250000000,1,1,win2day:NN_W2D_STAT_EUML_2025.csv
2025-08-22,17000000,0,,win2day:NN_W2D_STAT_EUML_2025.csv
2025-08-26,26800624,0,,win2day:NN_W2D_STAT_EUML_2025.csv
2025-08-29,40112807,0,,win2day:NN_W2D_STAT_EUML_2025.csv
2025-09-02,51026993,0,,win2day:NN_W2D_STAT_EUML_2025.csv
2025-09-05,65278573,1,1,win2day:NN_W2D_STAT_EUML_2025.csv
2025-09-09,17000000,0,,win2day:NN_W2D_STAT_EUML_2025.csv
2025-09-12,29758911,0,,win2day:NN_W2D_STAT_EUML_2025.csv
2025-09-16,39929183,0,,win2day:NN_W2D_STAT_EUML_2025.csv
2025-09-19,53344250,0,,win2day:NN_W2D_STAT_EUML_2025.csv
2025-09-23,64176450,0,,win2day:NN_W2D_STAT_EUML_2025.csv
2025-09-26,130000000,1,1,win2day:NN_W2D_STAT_EUML_2025.csv
2025-09-30,17000000,0,,win2day:NN_W2D_STAT_EUML_2025.csv
2025-10-03,29922038,1,1,win2day:NN_W2D_STAT_EUML_2025.csv
2025-10-07,17000000,0,,win2day:NN_W2D_STAT_EUML_2025.csv
2025-10-10,29671390,1,1,win2day:NN_W2D_STAT_EUML_2025.csv
2025-10-14,17000000,0,,win2day:NN_W2D_STAT_EUML_2025.csv
2025-10-17,29398729,0,,win2day:NN_W2D_STAT_EUML_2025.csv
2025-10-21,39082377,0,,win2day:NN_W2D_STAT_EUML_2025.csv
2025-10-24,52225105,0,,win2day:NN_W2D_STAT_EUML_2025.csv
2025-10-28,62577973,0,,win2day:NN_W2D_STAT_EUML_2025.csv
2025-10-31,75635350,0,,win2day:NN_W2D_STAT_EUML_2025.csv
2025-11-04,85169986,0,,win2day:NN_W2D_STAT_EUML_2025.csv
2025-11-07,98027154,0,,win2day:NN_W2D_STAT_EUML_2025.csv
2025-11-11,108416075,0,,win2day:NN_W2D_STAT_EUML_2025.csv
2025-11-14,122611491,0,,win2day:NN_W2D_STAT_EUML_2025.csv
2025-11-18,134404955,0,,win2day:NN_W2D_STAT_EUML_2025.csv
2025-11-21,149510047,0,,win2day:NN_W2D_STAT_EUML_2025.csv
2025-11-25,162134412,0,,win2day:NN_W2D_STAT_EUML_2025.csv
