date,jackpot_eur,jackpot_won,jackpot_winners,source
2020-04-22,7749269,1,1,win2day:NN_W2D_STAT_Lotto_2020.csv
2020-04-26,716603,0,,win2day:NN_W2D_STAT_Lotto_2020.csv
2020-04-29,1517829,0,,win2day:NN_W2D_STAT_Lotto_2020.csv
2020-05-03,1260846,1,2,win2day:NN_W2D_STAT_Lotto_2020.csv
2020-05-06,656525,0,,win2day:NN_W2D_STAT_Lotto_2020.csv
2020-05-10,1585772,1,1,win2day:NN_W2D_STAT_Lotto_2020.csv
2020-05-13,641993,0,,win2day:NN_W2D_STAT_Lotto_2020.csv
2020-05-17,1563365,1,1,win2day:NN_W2D_STAT_Lotto_2020.csv
2020-05-20,1000000,1,1,win2day:NN_W2D_STAT_Lotto_2020.csv
2020-05-24,692452,0,,win2day:NN_W2D_STAT_Lotto_2020.csv
2020-05-27,1474774,0,,win2day:NN_W2D_STAT_Lotto_2020.csv
2020-05-31,2524333,1,1,win2day:NN_W2D_STAT_Lotto_2020.csv
2020-06-03,500000,1,2,win2day:NN_W2D_STAT_Lotto_2020.csv
2020-06-07,1000000,1,1,win2day:NN_W2D_STAT_Lotto_2020.csv
2020-06-10,1000000,1,1,win2day:NN_W2D_STAT_Lotto_2020.csv
2020-06-14,695661,0,,win2day:NN_W2D_STAT_Lotto_2020.csv
2020-06-17,1499154,1,1,win2day:NN_W2D_STAT_Lotto_2020.csv
2020-06-19,625001,0,,win2day:NN_W2D_STAT_Lotto_2020.csv
2020-06-21,1272298,0,,win2day:NN_W2D_STAT_Lotto_2020.csv
2020-06-24,2134106,0,,win2day:NN_W2D_STAT_Lotto_2020.csv
2020-06-28,1641680,1,2,win2day:NN_W2D_STAT_Lotto_2020.csv
2020-07-01,630374,0,,win2day:NN_W2D_STAT_Lotto_2020.csv
2020-07-05,1529890,1,1,win2day:NN_W2D_STAT_Lotto_2020.csv
2020-07-08,623688,0,,win2day:NN_W2D_STAT_Lotto_2020.csv
2020-07-12,1501733,0,,win2day:NN_W2D_STAT_Lotto_2020.csv
2020-07-15,2431972,0,,win2day:NN_W2D_STAT_Lotto_2020.csv
2020-07-19,3661597,0,,win2day:NN_W2D_STAT_Lotto_2020.csv
2020-07-22,5014263,1,1,win2day:NN_W2D_STAT_Lotto_2020.csv
2020-07-26,739483,0,,win2day:NN_W2D_STAT_Lotto_2020.csv
2020-07-29,1519795,1,1,win2day:NN_W2D_STAT_Lotto_2020.csv
2020-08-02,724383,0,,win2day:NN_W2D_STAT_Lotto_2020.csv
2020-08-05,1543694,0,,win2day:NN_W2D_STAT_Lotto_2020.csv
2020-08-09,2551483,0,,win2day:NN_W2D_STAT_Lotto_2020.csv
2020-08-12,3651416,0,,win2day:NN_W2D_STAT_Lotto_2020.csv
2020-08-16,2500168,1,2,win2day:NN_W2D_STAT_Lotto_2020.csv
2020-08-19,652750,0,,win2day:NN_W2D_STAT_Lotto_2020.csv
2020-08-23,1539386,1,1,win2day:NN_W2D_STAT_Lotto_2020.csv
2020-08-26,614156,0,,win2day:NN_W2D_STAT_Lotto_2020.csv
2020-08-30,1507513,1,1,win2day:NN_W2D_STAT_Lotto_2020.csv
2020-09-02,650112,0,,win2day:NN_W2D_STAT_Lotto_2020.csv
2020-09-06,1555863,0,,win2day:NN_W2D_STAT_Lotto_2020.csv
2020-09-09,2473805,0,,win2day:NN_W2D_STAT_Lotto_2020.csv
2020-09-13,3660980,0,,win2day:NN_W2D_STAT_Lotto_2020.csv
2020-09-16,4966216,0,,win2day:NN_W2D_STAT_Lotto_2020.csv
2020-09-20,6700911,1,1,win2day:NN_W2D_STAT_Lotto_2020.csv
2020-09-23,500000,1,2,win2day:NN_W2D_STAT_Lotto_2020.csv
2020-09-27,731813,0,,win2day:NN_W2D_STAT_Lotto_2020.csv
2020-09-30,1533324,0,,win2day:NN_W2D_STAT_Lotto_2020.csv
2020-10-04,2573740,1,1,win2day:NN_W2D_STAT_Lotto_2020.csv
2020-10-07,1000000,1,1,win2day:NN_W2D_STAT_Lotto_2020.csv
2020-10-11,1000000,1,1,win2day:NN_W2D_STAT_Lotto_2020.csv
2020-10-14,620082,0,,win2day:NN_W2D_STAT_Lotto_2020.csv
2020-10-18,765055,1,2,win2day:NN_W2D_STAT_Lotto_2020.csv
2020-10-21,1000000,1,1,win2day:NN_W2D_STAT_Lotto_2020.csv
2020-10-25,726546,0,,win2day:NN_W2D_STAT_Lotto_2020.csv
2020-10-28,1446969,1,1,win2day:NN_W2D_STAT_Lotto_2020.csv
2020-11-01,1000000,1,1,win2day:NN_W2D_STAT_Lotto_2020.csv
2020-11-04,618587,0,,win2day:NN_W2D_STAT_Lotto_2020.csv
2020-11-08,1510489,0,,win2day:NN_W2D_STAT_Lotto_2020.csv
2020-11-11,2453597,0,,win2day:NN_W2D_STAT_Lotto_2020.csv
2020-11-13,3501068,0,,win2day:NN_W2D_STAT_Lotto_2020.csv
2020-11-15,4528208,0,,win2day:NN_W2D_STAT_Lotto_2020.csv
2020-11-18,3047867,1,2,win2day:NN_W2D_STAT_Lotto_2020.csv
2020-11-22,500000,1,2,win2day:NN_W2D_STAT_Lotto_2020.csv
2020-11-25,1000000,1,1,win2day:NN_W2D_STAT_Lotto_2020.csv
2020-11-29,749657,0,,win2day:NN_W2D_STAT_Lotto_2020.csv
2020-12-02,1581235,1,1,win2day:NN_W2D_STAT_Lotto_2020.csv
2020-12-06,798355,0,,win2day:NN_W2D_STAT_Lotto_2020.csv
2020-12-09,1596571,0,,win2day:NN_W2D_STAT_Lotto_2020.csv
2020-12-13,2674182,0,,win2day:NN_W2D_STAT_Lotto_2020.csv
2020-12-16,3851131,0,,win2day:NN_W2D_STAT_Lotto_2020.csv
2020-12-20,5372211,0,,win2day:NN_W2D_STAT_Lotto_2020.csv
2020-12-23,7386953,0,,win2day:NN_W2D_STAT_Lotto_2020.csv
2020-12-27,9165954,1,1,win2day:NN_W2D_STAT_Lotto_2020.csv
2020-12-30,831707,0,,win2day:NN_W2D_STAT_Lotto_2020.csv
2021-01-03,1799701,1,1,win2day:NN_W2D_STAT_Lotto_2021.csv
2021-01-06,712360,0,,win2day:NN_W2D_STAT_Lotto_2021.csv
2021-01-08,1570884,0,,win2day:NN_W2D_STAT_Lotto_2021.csv
2021-01-10,2457106,1,1,win2day:NN_W2D_STAT_Lotto_2021.csv
2021-01-13,691245,0,,win2day:NN_W2D_STAT_Lotto_2021.csv
2021-01-17,1675627,0,,win2day:NN_W2D_STAT_Lotto_2021.csv
2021-01-20,2692391,0,,win2day:NN_W2D_STAT_Lotto_2021.csv
2021-01-24,4021756,0,,win2day:NN_W2D_STAT_Lotto_2021.csv
2021-01-27,5463672,0,,win2day:NN_W2D_STAT_Lotto_2021.csv
2021-01-31,7379363,0,,win2day:NN_W2D_STAT_Lotto_2021.csv
2021-02-03,5001911,1,2,win2day:NN_W2D_STAT_Lotto_2021.csv
2021-02-07,855120,0,,win2day:NN_W2D_STAT_Lotto_2021.csv
2021-02-10,1787884,0,,win2day:NN_W2D_STAT_Lotto_2021.csv
2021-02-12,2667950,0,,win2day:NN_W2D_STAT_Lotto_2021.csv
2021-02-14,3636274,0,,win2day:NN_W2D_STAT_Lotto_2021.csv
2021-02-17,5025176,0,,win2day:NN_W2D_STAT_Lotto_2021.csv
2021-02-21,3420048,1,2,win2day:NN_W2D_STAT_Lotto_2021.csv
2021-02-24,1000000,1,1,win2day:NN_W2D_STAT_Lotto_2021.csv
2021-02-28,832504,0,,win2day:NN_W2D_STAT_Lotto_2021.csv
2021-03-03,1719492,0,,win2day:NN_W2D_STAT_Lotto_2021.csv
2021-03-07,2843304,1,1,win2day:NN_W2D_STAT_Lotto_2021.csv
2021-03-10,699196,0,,win2day:NN_W2D_STAT_Lotto_2021.csv
2021-03-12,1448613,0,,win2day:NN_W2D_STAT_Lotto_2021.csv
2021-03-14,2284756,0,,win2day:NN_W2D_STAT_Lotto_2021.csv
2021-03-17,3367644,0,,win2day:NN_W2D_STAT_Lotto_2021.csv
2021-03-21,2408196,1,2,win2day:NN_W2D_STAT_Lotto_2021.csv
2021-03-24,678677,0,,win2day:NN_W2D_STAT_Lotto_2021.csv
2021-03-28,1626272,0,,win2day:NN_W2D_STAT_Lotto_2021.csv
2021-03-31,2572677,0,,win2day:NN_W2D_STAT_Lotto_2021.csv
2021-04-04,3838710,1,1,win2day:NN_W2D_STAT_Lotto_2021.csv
2021-04-07,647299,0,,win2day:NN_W2D_STAT_Lotto_2021.csv
2021-04-09,1358561,0,,win2day:NN_W2D_STAT_Lotto_2021.csv
2021-04-11,2173589,0,,win2day:NN_W2D_STAT_Lotto_2021.csv
2021-04-14,3224057,1,1,win2day:NN_W2D_STAT_Lotto_2021.csv
2021-04-18,789170,0,,win2day:NN_W2D_STAT_Lotto_2021.csv
2021-04-21,1608201,0,,win2day:NN_W2D_STAT_Lotto_2021.csv
2021-04-25,1321686,1,2,win2day:NN_W2D_STAT_Lotto_2021.csv
2021-04-28,1000000,1,1,win2day:NN_W2D_STAT_Lotto_2021.csv
2021-05-02,731568,0,,win2day:NN_W2D_STAT_Lotto_2021.csv
2021-05-05,1552131,0,,win2day:NN_W2D_STAT_Lotto_2021.csv
2021-05-09,2627717,0,,win2day:NN_W2D_STAT_Lotto_2021.csv
2021-05-12,3748807,0,,win2day:NN_W2D_STAT_Lotto_2021.csv
2021-05-14,4623071,0,,win2day:NN_W2D_STAT_Lotto_2021.csv
2021-05-16,2855026,1,2,win2day:NN_W2D_STAT_Lotto_2021.csv
2021-05-19,635734,0,,win2day:NN_W2D_STAT_Lotto_2021.csv
2021-05-23,773311,1,2,win2day:NN_W2D_STAT_Lotto_2021.csv
2021-05-26,500000,1,2,win2day:NN_W2D_STAT_Lotto_2021.csv
2021-05-30,1000000,1,1,win2day:NN_W2D_STAT_Lotto_2021.csv
2021-06-02,1000000,1,1,win2day:NN_W2D_STAT_Lotto_2021.csv
2021-06-06,1000000,1,1,win2day:NN_W2D_STAT_Lotto_2021.csv
2021-06-09,613693,0,,win2day:NN_W2D_STAT_Lotto_2021.csv
2021-06-13,734228,1,2,win2day:NN_W2D_STAT_Lotto_2021.csv
2021-06-16,602459,0,,win2day:NN_W2D_STAT_Lotto_2021.csv
2021-06-20,1427936,0,,win2day:NN_W2D_STAT_Lotto_2021.csv
2021-06-23,1128951,1,2,win2day:NN_W2D_STAT_Lotto_2021.csv
2021-06-27,695725,0,,win2day:NN_W2D_STAT_Lotto_2021.csv
2021-06-30,1439719,0,,win2day:NN_W2D_STAT_Lotto_2021.csv
2021-07-04,2421629,1,1,win2day:NN_W2D_STAT_Lotto_2021.csv
2021-07-07,1000000,1,1,win2day:NN_W2D_STAT_Lotto_2021.csv
2021-07-09,564629,0,,win2day:NN_W2D_STAT_Lotto_2021.csv
2021-07-11,1204870,1,1,win2day:NN_W2D_STAT_Lotto_2021.csv
2021-07-14,578532,0,,win2day:NN_W2D_STAT_Lotto_2021.csv
2021-07-18,1405556,0,,win2day:NN_W2D_STAT_Lotto_2021.csv
2021-07-21,2255820,1,1,win2day:NN_W2D_STAT_Lotto_2021.csv
2021-07-25,712782,0,,win2day:NN_W2D_STAT_Lotto_2021.csv
2021-07-28,735793,1,2,win2day:NN_W2D_STAT_Lotto_2021.csv
2021-08-01,724583,0,,win2day:NN_W2D_STAT_Lotto_2021.csv
2021-08-04,1498999,0,,win2day:NN_W2D_STAT_Lotto_2021.csv
2021-08-08,1233821,1,2,win2day:NN_W2D_STAT_Lotto_2021.csv
2021-08-11,608749,0,,win2day:NN_W2D_STAT_Lotto_2021.csv
2021-08-13,1273564,0,,win2day:NN_W2D_STAT_Lotto_2021.csv
2021-08-15,989064,1,2,win2day:NN_W2D_STAT_Lotto_2021.csv
2021-08-18,579657,0,,win2day:NN_W2D_STAT_Lotto_2021.csv
2021-08-22,1406493,0,,win2day:NN_W2D_STAT_Lotto_2021.csv
2021-08-25,2272060,1,1,win2day:NN_W2D_STAT_Lotto_2021.csv
2021-08-29,692827,0,,win2day:NN_W2D_STAT_Lotto_2021.csv
2021-09-01,1457006,0,,win2day:NN_W2D_STAT_Lotto_2021.csv
2021-09-05,2430325,0,,win2day:NN_W2D_STAT_Lotto_2021.csv
2021-09-08,3467139,0,,win2day:NN_W2D_STAT_Lotto_2021.csv
2021-09-10,4395157,1,1,win2day:NN_W2D_STAT_Lotto_2021.csv
2021-09-12,724928,0,,win2day:NN_W2D_STAT_Lotto_2021.csv
2021-09-15,1475127,0,,win2day:NN_W2D_STAT_Lotto_2021.csv
2021-09-19,2447238,1,1,win2day:NN_W2D_STAT_Lotto_2021.csv
2021-09-22,600248,0,,win2day:NN_W2D_STAT_Lotto_2021.csv
2021-09-26,1440251,0,,win2day:NN_W2D_STAT_Lotto_2021.csv
2021-09-29,2302627,1,1,win2day:NN_W2D_STAT_Lotto_2021.csv
2021-10-03,722686,0,,win2day:NN_W2D_STAT_Lotto_2021.csv
2021-10-06,1488704,0,,win2day:NN_W2D_STAT_Lotto_2021.csv
2021-10-08,2223134,0,,win2day:NN_W2D_STAT_Lotto_2021.csv
2021-10-10,3028723,0,,win2day:NN_W2D_STAT_Lotto_2021.csv
2021-10-13,4189556,0,,win2day:NN_W2D_STAT_Lotto_2021.csv
2021-10-17,1900397,1,3,win2day:NN_W2D_STAT_Lotto_2021.csv
2021-10-20,608112,0,,win2day:NN_W2D_STAT_Lotto_2021.csv
2021-10-24,1454322,0,,win2day:NN_W2D_STAT_Lotto_2021.csv
2021-10-27,2264514,0,,win2day:NN_W2D_STAT_Lotto_2021.csv
2021-10-31,3427443,0,,win2day:NN_W2D_STAT_Lotto_2021.csv
2021-11-03,4550660,0,,win2day:NN_W2D_STAT_Lotto_2021.csv
2021-11-07,3032402,1,2,win2day:NN_W2D_STAT_Lotto_2021.csv
2021-11-10,646940,0,,win2day:NN_W2D_STAT_Lotto_2021.csv
2021-11-12,1315719,0,,win2day:NN_W2D_STAT_Lotto_2021.csv
2021-11-14,2064142,0,,win2day:NN_W2D_STAT_Lotto_2021.csv
2021-11-17,3012013,0,,win2day:NN_W2D_STAT_Lotto_2021.csv
2021-11-21,4267076,0,,win2day:NN_W2D_STAT_Lotto_2021.csv
2021-11-24,2801011,1,2,win2day:NN_W2D_STAT_Lotto_2021.csv
2021-11-28,756165,0,,win2day:NN_W2D_STAT_Lotto_2021.csv
2021-12-01,1562779,0,,win2day:NN_W2D_STAT_Lotto_2021.csv
2021-12-05,2604958,1,1,win2day:NN_W2D_STAT_Lotto_2021.csv
2021-12-08,622384,0,,win2day:NN_W2D_STAT_Lotto_2021.csv
2021-12-12,1524351,0,,win2day:NN_W2D_STAT_Lotto_2021.csv
2021-12-15,2446928,0,,win2day:NN_W2D_STAT_Lotto_2021.csv
2021-12-19,3607960,1,1,win2day:NN_W2D_STAT_Lotto_2021.csv
2021-12-22,1000000,1,1,win2day:NN_W2D_STAT_Lotto_2021.csv
2021-12-26,1000000,1,1,win2day:NN_W2D_STAT_Lotto_2021.csv
2021-12-29,689597,0,,win2day:NN_W2D_STAT_Lotto_2021.csv
2022-01-02,817096,1,2,win2day:NN_W2D_STAT_Lotto_2022.csv
2022-01-05,678795,0,,win2day:NN_W2D_STAT_Lotto_2022.csv
2022-01-09,1513687,0,,win2day:NN_W2D_STAT_Lotto_2022.csv
2022-01-12,2423879,0,,win2day:NN_W2D_STAT_Lotto_2022.csv
2022-01-14,3264949,1,1,win2day:NN_W2D_STAT_Lotto_2022.csv
2022-01-16,711680,0,,win2day:NN_W2D_STAT_Lotto_2022.csv
2022-01-19,1505229,0,,win2day:NN_W2D_STAT_Lotto_2022.csv
2022-01-23,2501615,0,,win2day:NN_W2D_STAT_Lotto_2022.csv
2022-01-26,3547027,0,,win2day:NN_W2D_STAT_Lotto_2022.csv
2022-01-30,2460412,1,2,win2day:NN_W2D_STAT_Lotto_2022.csv
2022-02-02,649793,0,,win2day:NN_W2D_STAT_Lotto_2022.csv
2022-02-06,1552040,0,,win2day:NN_W2D_STAT_Lotto_2022.csv
2022-02-09,2443586,0,,win2day:NN_W2D_STAT_Lotto_2022.csv
2022-02-11,3291022,0,,win2day:NN_W2D_STAT_Lotto_2022.csv
2022-02-13,4240390,1,1,win2day:NN_W2D_STAT_Lotto_2022.csv
2022-02-16,620931,0,,win2day:NN_W2D_STAT_Lotto_2022.csv
2022-02-20,1494720,0,,win2day:NN_W2D_STAT_Lotto_2022.csv
2022-02-23,2388666,0,,win2day:NN_W2D_STAT_Lotto_2022.csv
2022-02-27,1765837,1,2,win2day:NN_W2D_STAT_Lotto_2022.csv
2022-03-02,635278,0,,win2day:NN_W2D_STAT_Lotto_2022.csv
2022-03-06,1521433,1,1,win2day:NN_W2D_STAT_Lotto_2022.csv
2022-03-09,609768,0,,win2day:NN_W2D_STAT_Lotto_2022.csv
2022-03-11,1255270,0,,win2day:NN_W2D_STAT_Lotto_2022.csv
2022-03-13,1961870,0,,win2day:NN_W2D_STAT_Lotto_2022.csv
2022-03-16,1440420,1,2,win2day:NN_W2D_STAT_Lotto_2022.csv
2022-03-20,701751,0,,win2day:NN_W2D_STAT_Lotto_2022.csv
2022-03-23,1423964,0,,win2day:NN_W2D_STAT_Lotto_2022.csv
2022-03-27,2341175,0,,win2day:NN_W2D_STAT_Lotto_2022.csv
2022-03-30,3289627,1,1,win2day:NN_W2D_STAT_Lotto_2022.csv
2022-04-03,1000000,1,1,win2day:NN_W2D_STAT_Lotto_2022.csv
2022-04-06,595308,0,,win2day:NN_W2D_STAT_Lotto_2022.csv
2022-04-08,1226169,0,,win2day:NN_W2D_STAT_Lotto_2022.csv
2022-04-10,1919427,0,,win2day:NN_W2D_STAT_Lotto_2022.csv
2022-04-13,2812258,0,,win2day:NN_W2D_STAT_Lotto_2022.csv
2022-04-17,4023591,0,,win2day:NN_W2D_STAT_Lotto_2022.csv
2022-04-20,5257828,0,,win2day:NN_W2D_STAT_Lotto_2022.csv
2022-04-24,7084706,0,,win2day:NN_W2D_STAT_Lotto_2022.csv
2022-04-27,9802237,1,1,win2day:NN_W2D_STAT_Lotto_2022.csv
2022-05-01,736620,0,,win2day:NN_W2D_STAT_Lotto_2022.csv
2022-05-04,1506677,0,,win2day:NN_W2D_STAT_Lotto_2022.csv
2022-05-08,2499034,0,,win2day:NN_W2D_STAT_Lotto_2022.csv
2022-05-11,3495116,1,1,win2day:NN_W2D_STAT_Lotto_2022.csv
2022-05-13,500000,1,2,win2day:NN_W2D_STAT_Lotto_2022.csv
2022-05-15,500000,1,2,win2day:NN_W2D_STAT_Lotto_2022.csv
2022-05-18,577120,0,,win2day:NN_W2D_STAT_Lotto_2022.csv
2022-05-22,1378812,0,,win2day:NN_W2D_STAT_Lotto_2022.csv
2022-05-25,2215277,0,,win2day:NN_W2D_STAT_Lotto_2022.csv
2022-05-29,3147826,1,1,win2day:NN_W2D_STAT_Lotto_2022.csv
2022-06-01,604811,0,,win2day:NN_W2D_STAT_Lotto_2022.csv
2022-06-05,1444402,1,1,win2day:NN_W2D_STAT_Lotto_2022.csv
2022-06-08,572659,0,,win2day:NN_W2D_STAT_Lotto_2022.csv
2022-06-12,1400892,0,,win2day:NN_W2D_STAT_Lotto_2022.csv
2022-06-15,2254729,0,,win2day:NN_W2D_STAT_Lotto_2022.csv
2022-06-19,3203930,0,,win2day:NN_W2D_STAT_Lotto_2022.csv
2022-06-22,4287037,0,,win2day:NN_W2D_STAT_Lotto_2022.csv
2022-06-26,5629282,1,1,win2day:NN_W2D_STAT_Lotto_2022.csv
2022-06-29,599111,0,,win2day:NN_W2D_STAT_Lotto_2022.csv
2022-07-03,1430926,0,,win2day:NN_W2D_STAT_Lotto_2022.csv
2022-07-06,1138065,1,2,win2day:NN_W2D_STAT_Lotto_2022.csv
2022-07-08,576252,0,,win2day:NN_W2D_STAT_Lotto_2022.csv
2022-07-10,1191741,1,1,win2day:NN_W2D_STAT_Lotto_2022.csv
2022-07-13,572969,0,,win2day:NN_W2D_STAT_Lotto_2022.csv
2022-07-17,1379880,0,,win2day:NN_W2D_STAT_Lotto_2022.csv
2022-07-20,2178668,1,1,win2day:NN_W2D_STAT_Lotto_2022.csv
2022-07-24,675093,0,,win2day:NN_W2D_STAT_Lotto_2022.csv
2022-07-27,1389563,0,,win2day:NN_W2D_STAT_Lotto_2022.csv
2022-07-31,2292873,0,,win2day:NN_W2D_STAT_Lotto_2022.csv
2022-08-03,3233003,0,,win2day:NN_W2D_STAT_Lotto_2022.csv
2022-08-07,2214992,1,2,win2day:NN_W2D_STAT_Lotto_2022.csv
2022-08-10,1000000,1,1,win2day:NN_W2D_STAT_Lotto_2022.csv
2022-08-12,540209,0,,win2day:NN_W2D_STAT_Lotto_2022.csv
2022-08-14,1148653,0,,win2day:NN_W2D_STAT_Lotto_2022.csv
2022-08-17,1856088,0,,win2day:NN_W2D_STAT_Lotto_2022.csv
2022-08-21,2854087,1,1,win2day:NN_W2D_STAT_Lotto_2022.csv
2022-08-24,577937,0,,win2day:NN_W2D_STAT_Lotto_2022.csv
2022-08-28,1375959,0,,win2day:NN_W2D_STAT_Lotto_2022.csv
2022-08-31,2175558,0,,win2day:NN_W2D_STAT_Lotto_2022.csv
2022-09-04,3214498,0,,win2day:NN_W2D_STAT_Lotto_2022.csv
2022-09-07,4350917,1,1,win2day:NN_W2D_STAT_Lotto_2022.csv
2022-09-11,1000000,1,1,win2day:NN_W2D_STAT_Lotto_2022.csv
2022-09-14,591849,0,,win2day:NN_W2D_STAT_Lotto_2022.csv
2022-09-16,1217478,0,,win2day:NN_W2D_STAT_Lotto_2022.csv
2022-09-18,1897262,0,,win2day:NN_W2D_STAT_Lotto_2022.csv
2022-09-21,2788571,0,,win2day:NN_W2D_STAT_Lotto_2022.csv
2022-09-25,3957042,1,1,win2day:NN_W2D_STAT_Lotto_2022.csv
2022-09-28,591722,0,,win2day:NN_W2D_STAT_Lotto_2022.csv
2022-10-02,1432472,0,,win2day:NN_W2D_STAT_Lotto_2022.csv
2022-10-05,2262487,0,,win2day:NN_W2D_STAT_Lotto_2022.csv
2022-10-09,3318912,0,,win2day:NN_W2D_STAT_Lotto_2022.csv
2022-10-12,4441249,0,,win2day:NN_W2D_STAT_Lotto_2022.csv
2022-10-14,5515341,1,1,win2day:NN_W2D_STAT_Lotto_2022.csv
2022-10-16,723864,0,,win2day:NN_W2D_STAT_Lotto_2022.csv
2022-10-19,1443732,0,,win2day:NN_W2D_STAT_Lotto_2022.csv
2022-10-23,2374960,0,,win2day:NN_W2D_STAT_Lotto_2022.csv
2022-10-26,3257978,1,1,win2day:NN_W2D_STAT_Lotto_2022.csv
2022-10-30,721818,0,,win2day:NN_W2D_STAT_Lotto_2022.csv
2022-11-02,1457563,0,,win2day:NN_W2D_STAT_Lotto_2022.csv
2022-11-06,1224346,1,2,win2day:NN_W2D_STAT_Lotto_2022.csv
2022-11-09,618614,0,,win2day:NN_W2D_STAT_Lotto_2022.csv
2022-11-11,1272234,0,,win2day:NN_W2D_STAT_Lotto_2022.csv
2022-11-13,1984605,0,,win2day:NN_W2D_STAT_Lotto_2022.csv
2022-11-16,1457977,1,2,win2day:NN_W2D_STAT_Lotto_2022.csv
2022-11-20,1000000,1,1,win2day:NN_W2D_STAT_Lotto_2022.csv
2022-11-23,589208,0,,win2day:NN_W2D_STAT_Lotto_2022.csv
2022-11-27,1407989,0,,win2day:NN_W2D_STAT_Lotto_2022.csv
2022-11-30,2244668,0,,win2day:NN_W2D_STAT_Lotto_2022.csv
2022-12-04,3340857,0,,win2day:NN_W2D_STAT_Lotto_2022.csv
2022-12-07,4513544,0,,win2day:NN_W2D_STAT_Lotto_2022.csv
2022-12-11,5904741,0,,win2day:NN_W2D_STAT_Lotto_2022.csv
2022-12-14,7710363,0,,win2day:NN_W2D_STAT_Lotto_2022.csv
2022-12-18,5199031,1,2,win2day:NN_W2D_STAT_Lotto_2022.csv
2022-12-21,692368,0,,win2day:NN_W2D_STAT_Lotto_2022.csv
2022-12-25,1708635,0,,win2day:NN_W2D_STAT_Lotto_2022.csv
2022-12-28,2576292,0,,win2day:NN_W2D_STAT_Lotto_2022.csv
2023-01-01,3918649,0,,win2day:NN_W2D_STAT_Lotto_2023.csv
2023-01-04,5200611,0,,win2day:NN_W2D_STAT_Lotto_2023.csv
2023-01-08,6694017,1,1,win2day:NN_W2D_STAT_Lotto_2023.csv
2023-01-11,667480,0,,win2day:NN_W2D_STAT_Lotto_2023.csv
2023-01-13,1412022,0,,win2day:NN_W2D_STAT_Lotto_2023.csv
2023-01-15,2194746,0,,win2day:NN_W2D_STAT_Lotto_2023.csv
2023-01-18,3191370,0,,win2day:NN_W2D_STAT_Lotto_2023.csv
2023-01-22,2224097,1,2,win2day:NN_W2D_STAT_Lotto_2023.csv
2023-01-25,635657,0,,win2day:NN_W2D_STAT_Lotto_2023.csv
2023-01-29,1510288,1,1,win2day:NN_W2D_STAT_Lotto_2023.csv
2023-02-01,1000000,1,1,win2day:NN_W2D_STAT_Lotto_2023.csv
2023-02-05,1000000,1,1,win2day:NN_W2D_STAT_Lotto_2023.csv
2023-02-08,629389,0,,win2day:NN_W2D_STAT_Lotto_2023.csv
2023-02-10,1288038,0,,win2day:NN_W2D_STAT_Lotto_2023.csv
2023-02-12,2017087,0,,win2day:NN_W2D_STAT_Lotto_2023.csv
2023-02-15,2987768,0,,win2day:NN_W2D_STAT_Lotto_2023.csv
2023-02-19,4241114,0,,win2day:NN_W2D_STAT_Lotto_2023.csv
2023-02-22,5554906,1,1,win2day:NN_W2D_STAT_Lotto_2023.csv
2023-02-26,730099,0,,win2day:NN_W2D_STAT_Lotto_2023.csv
2023-03-01,1508319,0,,win2day:NN_W2D_STAT_Lotto_2023.csv
2023-03-05,2509936,0,,win2day:NN_W2D_STAT_Lotto_2023.csv
2023-03-08,3537465,0,,win2day:NN_W2D_STAT_Lotto_2023.csv
2023-03-10,4487186,0,,win2day:NN_W2D_STAT_Lotto_2023.csv
2023-03-12,5525145,0,,win2day:NN_W2D_STAT_Lotto_2023.csv
2023-03-15,2391218,1,3,win2day:NN_W2D_STAT_Lotto_2023.csv
2023-03-19,747649,0,,win2day:NN_W2D_STAT_Lotto_2023.csv
2023-03-22,1504872,0,,win2day:NN_W2D_STAT_Lotto_2023.csv
2023-03-26,2459785,1,1,win2day:NN_W2D_STAT_Lotto_2023.csv
2023-03-29,612531,0,,win2day:NN_W2D_STAT_Lotto_2023.csv
2023-04-02,1488382,1,1,win2day:NN_W2D_STAT_Lotto_2023.csv
2023-04-05,630151,0,,win2day:NN_W2D_STAT_Lotto_2023.csv
2023-04-09,1525593,1,1,win2day:NN_W2D_STAT_Lotto_2023.csv
2023-04-12,587942,0,,win2day:NN_W2D_STAT_Lotto_2023.csv
2023-04-14,1237899,0,,win2day:NN_W2D_STAT_Lotto_2023.csv
2023-04-16,1961706,1,1,win2day:NN_W2D_STAT_Lotto_2023.csv
2023-04-19,584560,0,,win2day:NN_W2D_STAT_Lotto_2023.csv
2023-04-23,1403807,0,,win2day:NN_W2D_STAT_Lotto_2023.csv
2023-04-26,2219785,0,,win2day:NN_W2D_STAT_Lotto_2023.csv
2023-04-30,1109738,1,3,win2day:NN_W2D_STAT_Lotto_2023.csv
2023-05-03,597316,0,,win2day:NN_W2D_STAT_Lotto_2023.csv
2023-05-07,1432622,0,,win2day:NN_W2D_STAT_Lotto_2023.csv
2023-05-10,2266783,0,,win2day:NN_W2D_STAT_Lotto_2023.csv
2023-05-12,3087950,1,1,win2day:NN_W2D_STAT_Lotto_2023.csv
2023-05-14,670201,0,,win2day:NN_W2D_STAT_Lotto_2023.csv
2023-05-17,1420102,0,,win2day:NN_W2D_STAT_Lotto_2023.csv
